OrderID,OrderDate,CustomerID,CustomerName,City,State,Country,ZipCode,TableNumber,ServerID,MenuItemID,MenuItemName,Category,SubCategory,Quantity,Sales,Discount,TotalCost,OrderStatus,PaymentStatus,DeliveryMethod,OrderPriority
O578,2024-10-02,C4308,"Victoria Aguilar",Naperville,IL,"United States",60540,20,S009,M096,"Doner Kebab",Turkish,Kebab,4,412.64,31.57,381.07,Completed,Unpaid,Takeaway,High
O579,2024-10-13,C7843,"Matthew Johnson",Rockford,IL,"United States",61101,20,S055,M121,Kofte,Turkish,Pastry,1,17.85,0.89,16.96,Cancelled,Unpaid,Takeaway,Medium
O580,2024-10-18,C1464,"Becky Thompson",Chicago,IL,"United States",60601,7,S085,M002,Dolmades,Greek,Appetizer,2,148.20,3.69,144.51,Pending,Paid,Dine-in,Medium
O581,2024-10-18,C5375,"Angelica Campbell",Naperville,IL,"United States",60540,12,S068,M093,Tzatziki,Greek,Appetizer,3,66.39,0.13,66.26,Pending,Unpaid,Takeaway,High
O582,2024-10-07,C4618,"Brandon Waters",Naperville,IL,"United States",60540,1,S070,M111,Borek,Turkish,Pastry,5,78.30,5.25,73.05,Cancelled,Unpaid,Takeaway,High
O583,2024-10-14,C8550,"Timothy Pruitt",Peoria,IL,"United States",61602,2,S011,M086,Carbonara,Italian,Pasta,3,428.64,36.75,391.89,Completed,Unpaid,Takeaway,High
O584,2024-09-30,C9353,"Christine Mccormick",Peoria,IL,"United States",61602,15,S034,M135,Calzone,Other,Miscellaneous,1,143.78,11.41,132.37,Pending,Unpaid,Dine-in,Medium
O585,2024-10-16,C5090,"Carla Bradley",Naperville,IL,"United States",60540,4,S028,M011,"Imam Bayildi",Other,Miscellaneous,3,170.46,6.17,164.29,Pending,Unpaid,Dine-in,High
O586,2024-10-14,C7413,"Michael Moore",Rockford,IL,"United States",61101,1,S069,M068,Baklava,Greek,Dessert,5,353.55,6.60,346.95,Pending,Paid,Delivery,Low
O587,2024-10-16,C1110,"Gregory Williamson",Chicago,IL,"United States",60601,3,S003,M102,Tzatziki,Greek,Appetizer,5,208.95,15.32,193.63,Completed,Paid,Dine-in,High
O588,2024-10-10,C6269,"Destiny Flores",Rockford,IL,"United States",61101,1,S037,M097,Menemen,Other,Miscellaneous,1,137.04,13.04,124.00,Completed,Paid,Delivery,High
O589,2024-10-18,C2098,"Eric Cochran",Aurora,IL,"United States",60505,1,S043,M113,"Fettuccine Alfredo",Italian,Pasta,2,213.70,7.15,206.55,Pending,Unpaid,Takeaway,Medium
O590,2024-10-12,C5395,"Stacey Moore",Naperville,IL,"United States",60540,7,S095,M117,"Adana Kebab",Turkish,Kebab,4,684.72,19.79,664.93,Cancelled,Unpaid,Takeaway,Low
O591,2024-10-06,C790,"Diane Raymond",Rockford,IL,"United States",61101,8,S024,M076,"Greek Salad",Greek,Salad,4,203.16,3.25,199.91,Completed,Paid,Delivery,High
O592,2024-10-01,C9560,"Jessica Murphy",Peoria,IL,"United States",61602,3,S084,M109,Spaghetti,Italian,Pasta,5,70.90,1.68,69.22,Completed,Unpaid,Takeaway,High
O593,2024-10-21,C4241,"Christine Anderson",Naperville,IL,"United States",60540,2,S011,M020,Souvlaki,Greek,Appetizer,5,87.30,6.10,81.20,Completed,Paid,Delivery,Medium
O594,2024-10-01,C192,"Briana Williams",Chicago,IL,"United States",60601,7,S090,M075,"Kuzu Tandir",Other,Miscellaneous,1,139.74,8.64,131.10,Cancelled,Unpaid,Dine-in,Medium
O595,2024-10-13,C9686,"Ryan Lee",Peoria,IL,"United States",61602,6,S059,M101,Spanakopita,Other,Miscellaneous,5,51.85,0.85,51.00,Pending,Paid,Delivery,Low
O596,2024-10-15,C2061,"Jessica Kerr",Aurora,IL,"United States",60505,5,S100,M137,Lasagna,Italian,Pasta,4,659.72,25.05,634.67,Cancelled,Unpaid,Delivery,Medium
O597,2024-10-21,C9363,"Shannon Barnes",Peoria,IL,"United States",61602,18,S050,M025,Risotto,Other,Miscellaneous,4,344.68,8.84,335.84,Completed,Unpaid,Delivery,Low
O598,2024-10-08,C5955,"Steven Frederick",Naperville,IL,"United States",60540,5,S026,M132,Fasolada,Other,Miscellaneous,3,399.03,36.68,362.35,Pending,Paid,Dine-in,Medium
O599,2024-10-03,C3742,"Tony Hoffman",Aurora,IL,"United States",60505,9,S067,M114,"Shish Kebab",Turkish,Kebab,1,169.75,12.25,157.50,Cancelled,Paid,Delivery,High
O600,2024-10-25,C5633,"Joseph Garcia",Naperville,IL,"United States",60540,16,S059,M058,"Greek Salad",Greek,Salad,3,512.61,25.15,487.46,Cancelled,Unpaid,Dine-in,Low
O601,2024-10-17,C5912,"Michael Harper",Naperville,IL,"United States",60540,2,S084,M128,"Greek Salad",Greek,Salad,2,387.84,26.56,361.28,Completed,Unpaid,Takeaway,Low
O602,2024-10-20,C8831,"Richard Fowler",Peoria,IL,"United States",61602,14,S016,M134,Moussaka,Greek,Casserole,2,118.02,11.14,106.88,Pending,Paid,Dine-in,High
O603,2024-10-11,C8030,"Kelly Young",Peoria,IL,"United States",61602,14,S084,M020,Souvlaki,Greek,Appetizer,4,69.84,0.81,69.03,Completed,Paid,Takeaway,Medium
O604,2024-09-26,C4403,"Dylan Arias",Naperville,IL,"United States",60540,4,S060,M043,Moussaka,Greek,Casserole,4,162.36,4.52,157.84,Completed,Paid,Delivery,Low
O605,2024-09-29,C8525,"Danielle Gross",Peoria,IL,"United States",61602,2,S095,M091,Gnocchi,Italian,Pasta,2,289.52,5.81,283.71,Pending,Paid,Takeaway,Medium
O606,2024-09-30,C3384,"Michelle Taylor",Aurora,IL,"United States",60505,10,S013,M133,Lahmacun,Turkish,Pastry,3,433.44,2.23,431.21,Cancelled,Unpaid,Delivery,High
O607,2024-10-16,C7979,"Michelle Gates",Rockford,IL,"United States",61101,20,S077,M035,"Pizza Margherita",Italian,Pasta,1,134.26,13.08,121.18,Cancelled,Paid,Takeaway,Low
O608,2024-10-22,C1080,"Alec Graham",Chicago,IL,"United States",60601,20,S022,M039,"Iskender Kebab",Other,Miscellaneous,4,179.88,7.02,172.86,Completed,Unpaid,Takeaway,Medium
O609,2024-10-08,C4744,"Cassandra Hall",Naperville,IL,"United States",60540,9,S009,M092,"Greek Salad",Greek,Salad,1,199.85,6.96,192.89,Cancelled,Unpaid,Dine-in,High
O610,2024-10-08,C6157,"Joshua Miller",Rockford,IL,"United States",61101,17,S097,M025,Risotto,Other,Miscellaneous,1,86.17,4.77,81.40,Cancelled,Paid,Dine-in,Low
O611,2024-10-14,C3149,"Emily Burns",Aurora,IL,"United States",60505,11,S019,M129,Borek,Turkish,Pastry,3,168.63,2.99,165.64,Cancelled,Paid,Takeaway,Medium
O612,2024-10-18,C8461,"Kristen Perez",Peoria,IL,"United States",61602,20,S003,M073,Spanakopita,Other,Miscellaneous,3,391.59,25.96,365.63,Cancelled,Paid,Takeaway,High
O613,2024-10-15,C2586,"Pamela Santos",Aurora,IL,"United States",60505,8,S032,M011,"Imam Bayildi",Other,Miscellaneous,5,284.10,26.04,258.06,Cancelled,Paid,Takeaway,Medium
O614,2024-10-11,C4880,"Timothy Austin",Naperville,IL,"United States",60540,10,S016,M021,Ravioli,Italian,Pasta,2,183.40,12.00,171.40,Completed,Paid,Delivery,Medium
O615,2024-10-05,C7838,"Patrick Adams",Rockford,IL,"United States",61101,1,S076,M107,Dolmades,Greek,Appetizer,2,311.84,5.89,305.95,Completed,Paid,Dine-in,Low
O616,2024-10-08,C989,"Amy Rice",Peoria,IL,"United States",61602,1,S020,M137,Lasagna,Italian,Pasta,1,164.93,15.25,149.68,Pending,Paid,Takeaway,Medium
O617,2024-10-09,C7314,"Amanda Thomas",Rockford,IL,"United States",61101,4,S050,M028,Tzatziki,Greek,Appetizer,4,528.60,10.82,517.78,Cancelled,Paid,Takeaway,Low
O618,2024-10-16,C8009,"Jacob Williams",Peoria,IL,"United States",61602,3,S015,M053,Baklava,Greek,Dessert,4,593.44,39.97,553.47,Pending,Paid,Delivery,Low
O619,2024-10-14,C4497,"Kim Hines",Naperville,IL,"United States",60540,3,S030,M137,Lasagna,Italian,Pasta,2,329.86,28.13,301.73,Completed,Paid,Delivery,High
O620,2024-09-29,C6374,"Theresa Cole",Rockford,IL,"United States",61101,15,S067,M012,Baklava,Greek,Dessert,4,784.08,13.83,770.25,Cancelled,Unpaid,Delivery,Low
O621,2024-10-11,C3642,"Justin Reed",Aurora,IL,"United States",60505,10,S029,M045,Lasagna,Italian,Pasta,4,179.36,5.32,174.04,Pending,Unpaid,Takeaway,Low
O622,2024-10-21,C6959,"Samantha Smith",Rockford,IL,"United States",61101,16,S041,M127,Tiramisu,Other,Miscellaneous,3,416.52,6.78,409.74,Completed,Paid,Dine-in,Low
O623,2024-10-11,C5158,"Deborah Dominguez",Naperville,IL,"United States",60540,13,S055,M145,Baklava,Greek,Dessert,2,116.76,1.10,115.66,Pending,Unpaid,Takeaway,Low
O624,2024-10-10,C8992,"Joseph Lopez",Peoria,IL,"United States",61602,10,S075,M041,Moussaka,Greek,Casserole,3,497.10,1.21,495.89,Pending,Unpaid,Delivery,Medium
O625,2024-10-01,C6166,"Pamela Padilla",Rockford,IL,"United States",61101,11,S069,M114,"Shish Kebab",Turkish,Kebab,1,169.75,8.01,161.74,Completed,Unpaid,Dine-in,Low
O626,2024-10-22,C1305,"Patricia Miller",Chicago,IL,"United States",60601,13,S051,M133,Lahmacun,Turkish,Pastry,2,288.96,8.34,280.62,Completed,Paid,Takeaway,Low
O627,2024-10-25,C8563,"David Miller",Peoria,IL,"United States",61602,6,S055,M121,Kofte,Turkish,Pastry,1,17.85,1.48,16.37,Completed,Paid,Takeaway,Low
O628,2024-10-21,C237,"Patrick Wagner",Aurora,IL,"United States",60505,12,S086,M010,Ravioli,Italian,Pasta,3,50.04,4.86,45.18,Cancelled,Unpaid,Delivery,Low
O629,2024-10-13,C6168,"Mark Thomas",Rockford,IL,"United States",61101,10,S092,M148,"Pizza Margherita",Italian,Pasta,1,61.21,5.75,55.46,Completed,Unpaid,Dine-in,Low
O630,2024-10-13,C6012,"Arthur Phillips",Rockford,IL,"United States",61101,15,S033,M053,Baklava,Greek,Dessert,3,445.08,28.43,416.65,Pending,Unpaid,Dine-in,Medium
O631,2024-10-18,C5873,"Kevin Hill",Naperville,IL,"United States",60540,7,S100,M112,"Fettuccine Alfredo",Italian,Pasta,3,308.82,13.14,295.68,Completed,Unpaid,Dine-in,High
O632,2024-10-19,C045,"Daniel Ortiz",Chicago,IL,"United States",60601,9,S024,M150,Souvlaki,Greek,Appetizer,1,184.83,3.33,181.50,Pending,Paid,Takeaway,High
O633,2024-10-03,C1320,"Juan Boyer",Chicago,IL,"United States",60601,5,S046,M140,Spaghetti,Italian,Pasta,1,117.29,5.72,111.57,Completed,Unpaid,Dine-in,Medium
O634,2024-10-03,C1510,"Michael Powers",Chicago,IL,"United States",60601,19,S096,M012,Baklava,Greek,Dessert,3,588.06,4.09,583.97,Cancelled,Unpaid,Delivery,Low
O635,2024-09-27,C6083,"Sydney Shields",Rockford,IL,"United States",61101,18,S085,M046,Spanakopita,Other,Miscellaneous,3,101.46,7.19,94.27,Completed,Paid,Takeaway,Medium
O636,2024-10-07,C7964,"Michelle Mendoza",Rockford,IL,"United States",61101,15,S097,M127,Tiramisu,Other,Miscellaneous,3,416.52,26.75,389.77,Cancelled,Paid,Delivery,Medium
O637,2024-10-17,C1916,"Andrea Bryan",Chicago,IL,"United States",60601,7,S052,M062,Moussaka,Greek,Casserole,1,40.21,0.06,40.15,Pending,Unpaid,Delivery,High
O638,2024-10-21,C961,"Jorge Wong",Peoria,IL,"United States",61602,8,S051,M018,Pastitsio,Other,Miscellaneous,1,170.92,1.69,169.23,Cancelled,Unpaid,Takeaway,High
O639,2024-09-29,C884,"Chase Benson",Peoria,IL,"United States",61602,7,S066,M004,Pide,Turkish,Flatbread,5,554.85,39.87,514.98,Cancelled,Paid,Delivery,Medium
O640,2024-10-21,C2197,"Jon Austin",Aurora,IL,"United States",60505,8,S050,M011,"Imam Bayildi",Other,Miscellaneous,5,284.10,5.46,278.64,Pending,Paid,Takeaway,High
O641,2024-10-08,C6467,"Timothy Mckay",Rockford,IL,"United States",61101,10,S014,M025,Risotto,Other,Miscellaneous,1,86.17,0.33,85.84,Completed,Unpaid,Dine-in,Medium
O642,2024-10-23,C9760,"Gavin Lee",Peoria,IL,"United States",61602,16,S048,M064,Lahmacun,Turkish,Pastry,3,493.38,18.42,474.96,Pending,Unpaid,Delivery,Medium
O643,2024-09-29,C6651,"Cindy Davis",Rockford,IL,"United States",61101,11,S064,M137,Lasagna,Italian,Pasta,5,824.65,42.12,782.53,Pending,Unpaid,Takeaway,Low
O644,2024-09-26,C5495,"Samuel Simpson",Naperville,IL,"United States",60540,18,S027,M088,Spaghetti,Italian,Pasta,3,336.57,3.35,333.22,Cancelled,Paid,Dine-in,Low
O645,2024-10-07,C6813,"Cassandra Brown",Rockford,IL,"United States",61101,1,S006,M021,Ravioli,Italian,Pasta,1,91.70,5.26,86.44,Pending,Paid,Delivery,Medium
O646,2024-10-10,C7473,"James Jordan",Rockford,IL,"United States",61101,11,S017,M101,Spanakopita,Other,Miscellaneous,5,51.85,1.17,50.68,Pending,Paid,Takeaway,High
O647,2024-09-26,C9279,"Gregory Porter",Peoria,IL,"United States",61602,18,S055,M040,Lasagna,Italian,Pasta,3,200.49,8.40,192.09,Completed,Paid,Takeaway,High
O648,2024-10-11,C7685,"Nicole Saunders",Rockford,IL,"United States",61101,2,S094,M125,"Kuzu Tandir",Other,Miscellaneous,5,920.00,33.34,886.66,Pending,Paid,Delivery,Medium
O649,2024-09-28,C7655,"Tonya Garcia",Rockford,IL,"United States",61101,16,S039,M052,Lasagna,Italian,Pasta,4,665.00,13.76,651.24,Completed,Unpaid,Dine-in,Medium
O650,2024-10-10,C6579,"Christopher Fry",Rockford,IL,"United States",61101,8,S012,M114,"Shish Kebab",Turkish,Kebab,4,679.00,48.56,630.44,Cancelled,Paid,Dine-in,Medium
O651,2024-09-28,C6357,"Ian Clements",Rockford,IL,"United States",61101,10,S038,M142,Ravioli,Italian,Pasta,5,431.80,6.54,425.26,Cancelled,Paid,Takeaway,High
O652,2024-10-25,C2598,"Leah Elliott",Aurora,IL,"United States",60505,19,S048,M094,"Kuzu Tandir",Other,Miscellaneous,4,591.24,41.09,550.15,Cancelled,Unpaid,Takeaway,Low
O653,2024-10-13,C5307,"Courtney Hines",Naperville,IL,"United States",60540,12,S069,M025,Risotto,Other,Miscellaneous,4,344.68,23.83,320.85,Cancelled,Unpaid,Takeaway,Medium
O654,2024-10-05,C6210,"Gary Reyes",Rockford,IL,"United States",61101,11,S030,M132,Fasolada,Other,Miscellaneous,1,133.01,12.15,120.86,Completed,Unpaid,Takeaway,Medium
O655,2024-10-03,C7808,"Derrick Gomez",Rockford,IL,"United States",61101,14,S009,M120,Borek,Turkish,Pastry,1,57.23,2.02,55.21,Pending,Unpaid,Dine-in,Low
O656,2024-10-22,C5115,"Angela Jones",Naperville,IL,"United States",60540,9,S063,M113,"Fettuccine Alfredo",Italian,Pasta,3,320.55,5.95,314.60,Cancelled,Paid,Dine-in,High
O657,2024-09-29,C1391,"Shane Collins",Chicago,IL,"United States",60601,11,S038,M023,"Adana Kebab",Turkish,Kebab,3,497.31,38.32,458.99,Cancelled,Unpaid,Takeaway,Medium
O658,2024-10-23,C8646,"Janet Estes",Peoria,IL,"United States",61602,18,S008,M098,Kofte,Turkish,Pastry,4,51.12,2.54,48.58,Completed,Unpaid,Delivery,Low
O659,2024-10-02,C2998,"Denise Rollins",Aurora,IL,"United States",60505,10,S084,M024,Calzone,Other,Miscellaneous,4,425.44,8.32,417.12,Cancelled,Unpaid,Takeaway,Low
O660,2024-10-05,C7706,"Kayla Harris",Rockford,IL,"United States",61101,5,S086,M121,Kofte,Turkish,Pastry,1,17.85,1.15,16.70,Pending,Paid,Takeaway,Low
O661,2024-10-19,C8871,"Daniel Roberts",Peoria,IL,"United States",61602,14,S083,M140,Spaghetti,Italian,Pasta,4,469.16,40.19,428.97,Pending,Paid,Delivery,Medium
O662,2024-10-02,C991,"Robert Anderson",Peoria,IL,"United States",61602,19,S086,M022,"Kuzu Tandir",Other,Miscellaneous,2,298.26,28.99,269.27,Pending,Unpaid,Delivery,Medium
O663,2024-10-10,C9273,"Christina Richards",Peoria,IL,"United States",61602,3,S085,M056,Pastitsio,Other,Miscellaneous,1,103.90,6.32,97.58,Cancelled,Paid,Takeaway,Medium
O664,2024-09-28,C2177,"Debra Bailey",Aurora,IL,"United States",60505,17,S086,M116,Baklava,Greek,Dessert,1,107.04,10.43,96.61,Completed,Unpaid,Takeaway,Medium
O665,2024-10-13,C3262,"James Campbell",Aurora,IL,"United States",60505,5,S004,M088,Spaghetti,Italian,Pasta,2,224.38,4.26,220.12,Completed,Paid,Delivery,High
O666,2024-10-15,C096,"James Mercado",Chicago,IL,"United States",60601,1,S098,M148,"Pizza Margherita",Italian,Pasta,3,183.63,2.86,180.77,Pending,Paid,Dine-in,High
O667,2024-10-16,C9896,"Samantha Williams",Peoria,IL,"United States",61602,17,S092,M006,"Caprese Salad",Other,Miscellaneous,2,148.86,7.61,141.25,Pending,Unpaid,Dine-in,High
O668,2024-09-27,C3188,"Jason Bates",Aurora,IL,"United States",60505,11,S053,M148,"Pizza Margherita",Italian,Pasta,1,61.21,1.60,59.61,Cancelled,Paid,Delivery,High
O669,2024-10-11,C9896,"Samantha Williams",Peoria,IL,"United States",61602,11,S047,M053,Baklava,Greek,Dessert,3,445.08,11.02,434.06,Cancelled,Paid,Delivery,Medium
O670,2024-10-06,C2680,"Thomas Franco",Aurora,IL,"United States",60505,8,S022,M088,Spaghetti,Italian,Pasta,2,224.38,19.04,205.34,Pending,Unpaid,Takeaway,Medium
O671,2024-10-06,C5340,"Julie Hernandez",Naperville,IL,"United States",60540,7,S072,M042,Kofte,Turkish,Pastry,3,382.29,15.54,366.75,Pending,Paid,Takeaway,Medium
O672,2024-10-18,C744,"Chad Green",Rockford,IL,"United States",61101,13,S084,M014,Pide,Turkish,Flatbread,1,59.37,1.67,57.70,Cancelled,Unpaid,Takeaway,High
O673,2024-09-26,C6882,"Melissa Mcdonald",Rockford,IL,"United States",61101,4,S096,M033,Pide,Turkish,Flatbread,3,197.55,1.70,195.85,Cancelled,Paid,Delivery,Low
O674,2024-10-24,C3767,"Shawn Cordova",Aurora,IL,"United States",60505,9,S088,M144,Gnocchi,Italian,Pasta,1,75.86,7.49,68.37,Cancelled,Paid,Takeaway,Low
O675,2024-10-02,C1228,"Stephen Diaz",Chicago,IL,"United States",60601,6,S024,M102,Tzatziki,Greek,Appetizer,1,41.79,3.18,38.61,Completed,Paid,Delivery,Medium
O676,2024-09-26,C8146,"Rachel Allen",Peoria,IL,"United States",61602,5,S100,M034,Tzatziki,Greek,Appetizer,3,508.65,13.80,494.85,Cancelled,Unpaid,Dine-in,Medium
O677,2024-09-26,C5258,"Joshua White",Naperville,IL,"United States",60540,10,S057,M147,Kofte,Turkish,Pastry,5,108.85,2.50,106.35,Cancelled,Paid,Delivery,Medium
O678,2024-09-28,C3017,"Laura Curtis",Aurora,IL,"United States",60505,1,S047,M139,Lasagna,Italian,Pasta,2,398.20,10.45,387.75,Cancelled,Unpaid,Delivery,High
O679,2024-10-02,C1734,"Karl Clark",Chicago,IL,"United States",60601,4,S030,M058,"Greek Salad",Greek,Salad,5,854.35,57.43,796.92,Completed,Paid,Takeaway,Low
O680,2024-10-02,C7168,"Joel Johnson",Rockford,IL,"United States",61101,11,S025,M100,Lasagna,Italian,Pasta,4,351.44,7.70,343.74,Completed,Paid,Delivery,Medium
O681,2024-10-13,C8796,"Logan Sullivan",Peoria,IL,"United States",61602,11,S085,M149,Souvlaki,Greek,Appetizer,2,369.48,34.74,334.74,Completed,Paid,Delivery,Low
O682,2024-10-07,C4633,"Stacy Lopez",Naperville,IL,"United States",60540,6,S098,M048,Ravioli,Italian,Pasta,3,475.77,27.71,448.06,Pending,Paid,Delivery,Low
O683,2024-10-16,C3826,"Sharon Sanchez",Aurora,IL,"United States",60505,8,S043,M068,Baklava,Greek,Dessert,4,282.84,7.49,275.35,Cancelled,Paid,Delivery,Low
O684,2024-10-25,C9523,"Sara Castro",Peoria,IL,"United States",61602,12,S003,M001,Lasagna,Italian,Pasta,5,692.70,35.13,657.57,Cancelled,Unpaid,Takeaway,Low
O685,2024-10-16,C7379,"Amanda Santana",Rockford,IL,"United States",61101,16,S074,M034,Tzatziki,Greek,Appetizer,5,847.75,57.62,790.13,Pending,Unpaid,Delivery,Low
O686,2024-10-15,C3784,"Katie Lamb",Aurora,IL,"United States",60505,8,S001,M024,Calzone,Other,Miscellaneous,5,531.80,46.40,485.40,Pending,Unpaid,Takeaway,Medium
O687,2024-09-26,C3665,"Danielle Rich",Aurora,IL,"United States",60505,6,S022,M109,Spaghetti,Italian,Pasta,3,42.54,0.55,41.99,Completed,Paid,Delivery,Medium
O688,2024-10-13,C237,"Patrick Wagner",Aurora,IL,"United States",60505,2,S068,M066,"Fettuccine Alfredo",Italian,Pasta,4,470.52,2.28,468.24,Completed,Unpaid,Dine-in,Low
O689,2024-10-09,C7870,"Eric Bryant",Rockford,IL,"United States",61101,2,S093,M136,Ravioli,Italian,Pasta,1,98.27,0.61,97.66,Completed,Paid,Takeaway,Medium
O690,2024-10-18,C137,"Matthew Gamble",Chicago,IL,"United States",60601,5,S004,M045,Lasagna,Italian,Pasta,3,134.52,5.82,128.70,Completed,Unpaid,Dine-in,Medium
O691,2024-10-24,C6956,"Scott Brown",Rockford,IL,"United States",61101,18,S070,M131,Pide,Turkish,Flatbread,3,306.93,13.52,293.41,Pending,Unpaid,Takeaway,High
O692,2024-10-21,C7349,"Rebecca Simpson",Rockford,IL,"United States",61101,5,S042,M090,Souvlaki,Greek,Appetizer,4,668.80,53.23,615.57,Pending,Unpaid,Delivery,Low
O693,2024-09-28,C8227,"Tyler Berry",Peoria,IL,"United States",61602,7,S003,M150,Souvlaki,Greek,Appetizer,5,924.15,90.41,833.74,Completed,Unpaid,Dine-in,High
O694,2024-10-21,C9538,"Susan Jarvis",Peoria,IL,"United States",61602,16,S087,M117,"Adana Kebab",Turkish,Kebab,4,684.72,50.00,634.72,Pending,Paid,Delivery,Low
O695,2024-09-30,C502,"Eric Patterson",Naperville,IL,"United States",60540,6,S082,M134,Moussaka,Greek,Casserole,5,295.05,12.68,282.37,Cancelled,Unpaid,Takeaway,Low
O696,2024-10-12,C5365,"Diane Burgess",Naperville,IL,"United States",60540,8,S047,M121,Kofte,Turkish,Pastry,3,53.55,1.48,52.07,Cancelled,Paid,Takeaway,Low
O697,2024-10-11,C4288,"Tommy Perez",Naperville,IL,"United States",60540,13,S043,M110,Loukoumades,Other,Miscellaneous,2,385.42,28.46,356.96,Cancelled,Unpaid,Takeaway,Low
O698,2024-10-22,C3844,"Marissa Collins",Aurora,IL,"United States",60505,6,S036,M102,Tzatziki,Greek,Appetizer,5,208.95,18.53,190.42,Completed,Paid,Delivery,Low
O699,2024-10-13,C1102,"Lisa Morris",Chicago,IL,"United States",60601,17,S046,M087,Risotto,Other,Miscellaneous,1,20.78,1.60,19.18,Completed,Unpaid,Dine-in,High
O700,2024-10-19,C7705,"Jeremiah Silva",Rockford,IL,"United States",61101,8,S007,M094,"Kuzu Tandir",Other,Miscellaneous,3,443.43,10.33,433.10,Pending,Paid,Delivery,High
O701,2024-10-09,C8594,"Madison Hansen",Peoria,IL,"United States",61602,7,S059,M009,Pide,Turkish,Flatbread,2,101.64,9.10,92.54,Completed,Paid,Takeaway,High
O702,2024-10-18,C4380,"Jason Carter",Naperville,IL,"United States",60540,1,S075,M060,Baklava,Greek,Dessert,3,171.36,11.55,159.81,Cancelled,Paid,Dine-in,Low
O703,2024-10-19,C708,"Jamie Bell",Rockford,IL,"United States",61101,12,S053,M053,Baklava,Greek,Dessert,2,296.72,0.84,295.88,Cancelled,Paid,Dine-in,High
O704,2024-10-17,C5237,"Joshua Nguyen",Naperville,IL,"United States",60540,5,S075,M118,Risotto,Other,Miscellaneous,2,21.76,1.70,20.06,Completed,Paid,Takeaway,Medium
O705,2024-10-20,C1491,"Paul Chavez",Chicago,IL,"United States",60601,11,S012,M005,Moussaka,Greek,Casserole,2,376.04,17.19,358.85,Cancelled,Paid,Delivery,High
O706,2024-10-01,C1477,"Brian Melton",Chicago,IL,"United States",60601,18,S043,M097,Menemen,Other,Miscellaneous,2,274.08,4.82,269.26,Pending,Unpaid,Takeaway,Medium
O707,2024-10-01,C9976,"Helen Morgan",Peoria,IL,"United States",61602,18,S062,M036,Loukoumades,Other,Miscellaneous,2,205.56,19.62,185.94,Pending,Unpaid,Delivery,High
O708,2024-09-30,C4987,"Richard Wood",Naperville,IL,"United States",60540,12,S052,M125,"Kuzu Tandir",Other,Miscellaneous,3,552.00,6.94,545.06,Cancelled,Paid,Delivery,Medium
O709,2024-09-27,C4922,"Valerie Martin",Naperville,IL,"United States",60540,7,S099,M078,Pide,Turkish,Flatbread,1,145.01,13.54,131.47,Pending,Paid,Dine-in,Medium
O710,2024-10-11,C3654,"Andrew Lee",Aurora,IL,"United States",60505,15,S042,M119,"Doner Kebab",Turkish,Kebab,3,98.67,8.27,90.40,Pending,Unpaid,Delivery,Low
O711,2024-10-03,C9396,"Natasha West",Peoria,IL,"United States",61602,16,S017,M136,Ravioli,Italian,Pasta,3,294.81,28.09,266.72,Completed,Unpaid,Dine-in,Low
O712,2024-10-06,C7747,"Eric Holmes",Rockford,IL,"United States",61101,4,S025,M148,"Pizza Margherita",Italian,Pasta,2,122.42,10.36,112.06,Cancelled,Unpaid,Delivery,High
O713,2024-10-09,C1704,"Mary Benitez",Chicago,IL,"United States",60601,4,S078,M119,"Doner Kebab",Turkish,Kebab,4,131.56,6.45,125.11,Completed,Paid,Dine-in,High
O714,2024-10-21,C4232,"Joshua Brown",Naperville,IL,"United States",60540,13,S012,M110,Loukoumades,Other,Miscellaneous,2,385.42,35.41,350.01,Cancelled,Paid,Takeaway,High
O715,2024-10-15,C4051,"Robin Adkins",Naperville,IL,"United States",60540,15,S063,M024,Calzone,Other,Miscellaneous,2,212.72,17.04,195.68,Pending,Unpaid,Takeaway,Medium
O716,2024-10-01,C7336,"Erin Weber",Rockford,IL,"United States",61101,8,S044,M103,Calzone,Other,Miscellaneous,1,112.36,2.51,109.85,Cancelled,Unpaid,Dine-in,Medium
O717,2024-09-27,C4480,"Danielle Mclean",Naperville,IL,"United States",60540,12,S080,M128,"Greek Salad",Greek,Salad,4,775.68,75.23,700.45,Completed,Paid,Dine-in,Medium
O718,2024-10-06,C5456,"Melissa Garcia",Naperville,IL,"United States",60540,10,S064,M139,Lasagna,Italian,Pasta,3,597.30,13.71,583.59,Pending,Unpaid,Dine-in,Medium
O719,2024-10-16,C5138,"Craig Yang",Naperville,IL,"United States",60540,1,S100,M111,Borek,Turkish,Pastry,4,62.64,5.77,56.87,Pending,Paid,Delivery,Medium
O720,2024-09-27,C103,"Shannon Green",Chicago,IL,"United States",60601,18,S070,M020,Souvlaki,Greek,Appetizer,5,87.30,5.28,82.02,Pending,Paid,Dine-in,High
O721,2024-10-19,C5884,"Jack Kemp",Naperville,IL,"United States",60540,2,S047,M103,Calzone,Other,Miscellaneous,3,337.08,5.43,331.65,Pending,Paid,Dine-in,Medium
O722,2024-10-07,C7699,"Kevin Trujillo",Rockford,IL,"United States",61101,13,S005,M097,Menemen,Other,Miscellaneous,1,137.04,12.33,124.71,Pending,Paid,Delivery,High
O723,2024-10-21,C1237,"Walter Wilson",Chicago,IL,"United States",60601,2,S091,M060,Baklava,Greek,Dessert,1,57.12,0.16,56.96,Pending,Unpaid,Takeaway,Low
